"Sample_Id","Classification","ARO_term","Counts","ARG_length","Percentage_Identity","Drug_Class","Resistance_Mechanism","AMR_Gene_Family","Percentage_Coverage","Normalized_counts","Family","Group"
"8900-SR-0020","Klebsiella quasipneumoniae","Klebsiella pneumoniae KpnE",2010,363,95.83,"macrolide antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",100,18444.68,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Klebsiella quasipneumoniae","Klebsiella pneumoniae KpnF",2249,330,99.08,"macrolide antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",100,22701.64,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Klebsiella quasipneumoniae","Klebsiella pneumoniae KpnG",9125,1173,98.97,"macrolide antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",100,25912.93,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Klebsiella quasipneumoniae","Klebsiella pneumoniae KpnH",11255,1539,94.02,"macrolide antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",100,24360.64,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Klebsiella quasipneumoniae","Klebsiella pneumoniae OmpK37",9780,1125,95.99,"monobactam","reduced permeability to antibiotic","General Bacterial Porin with reduced permeability to beta-lactams",100,28957.97,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Klebsiella quasipneumoniae","Klebsiella pneumoniae acrR with mutation conferring multidrug antibiotic resistance",4605,651,98.61,"fluoroquinolone antibiotic","antibiotic target alteration","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,23562.99,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Klebsiella quasipneumoniae","LptD",15967,2349,98.72,"carbapenem","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",100,22642.38,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Klebsiella quasipneumoniae","OKP-B-6",4356,861,100,"cephalosporin","antibiotic inactivation","OKP beta-lactamase",100,16852.58,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Klebsiella quasipneumoniae","OmpA",6110,1071,99.72,"peptide antibiotic","reduced permeability to antibiotic","General Bacterial Porin with reduced permeability to peptide antibiotics",95.19,19003.49,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Klebsiella quasipneumoniae","acrB",26638,3147,91.13,"fluoroquinolone antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",99.9,28195.94,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Klebsiella quasipneumoniae","acrD",24450,3114,90.94,"aminoglycoside antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,26154.23,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Klebsiella quasipneumoniae","baeR",4464,723,92.08,"aminoglycoside antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,20566.84,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Klebsiella quasipneumoniae","emrR",3587,531,92.57,"fluoroquinolone antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",100,22501.87,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Klebsiella quasipneumoniae","eptB",13763,1695,98.56,"peptide antibiotic","antibiotic target alteration","pmr phosphoethanolamine transferase",98.26,27047.38,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Klebsiella quasipneumoniae","marA",2355,381,92.74,"fluoroquinolone antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",99.21,20589.59,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Klebsiella quasipneumoniae","mdtB",20112,3123,90.19,"aminocoumarin antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,21451.86,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Klebsiella quasipneumoniae","mdtC",18559,3078,91.61,"aminocoumarin antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,20084.81,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Klebsiella quasipneumoniae","msbA",12129,1749,92.61,"nitroimidazole antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",100,23100.26,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Klebsiella quasipneumoniae","oqxA",8703,1176,96.93,"fluoroquinolone antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,24651.5,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Klebsiella quasipneumoniae","oqxB",21268,3153,98.76,"fluoroquinolone antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,22469.03,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Klebsiella quasipneumoniae","rsmA",1960,186,85.25,"fluoroquinolone antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,35101.43,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","unclassified","AAC(6')-Ie-APH(2'')-Ia bifunctional protein",555,1440,99.79,"aminoglycoside antibiotic","antibiotic inactivation","APH(2'')",100,1283.84,"unclassified","antibiotic"
"8900-SR-0020","unclassified","APH(3')-IIIa",322,786,100,"aminoglycoside antibiotic","antibiotic inactivation","APH(3')",98.86,1364.63,"unclassified","antibiotic"
"8900-SR-0020","unclassified","ErmB",299,738,98.78,"macrolide antibiotic","antibiotic target alteration","Erm 23S ribosomal RNA methyltransferase",98.79,1349.57,"unclassified","antibiotic"
"8900-SR-0020","unclassified","SAT-4",262,543,99.44,"nucleoside antibiotic","antibiotic inactivation","streptothricin acetyltransferase (SAT)",100,1607.25,"unclassified","antibiotic"
"8900-SR-0023","Clostridium P perfringens","Clostridium perfringens mprF",1708,1710,98.42,"peptide antibiotic","antibiotic target alteration","defensin resistant mprF",100,4712.91,"Clostridiaceae","control"
"8900-SR-0023","Clostridium P perfringens","tetA(P)",4218,1263,98.33,"tetracycline antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",100,15758,"Clostridiaceae","control"
"8900-SR-0023","Clostridium P perfringens","tetB(P)",6913,1959,99.54,"tetracycline antibiotic","antibiotic target protection","tetracycline-resistant ribosomal protection protein",100,16650.6,"Clostridiaceae","control"
"8900-SR-0023","Enterococcus faecalis","ErmB",15034,738,98.78,"macrolide antibiotic","antibiotic target alteration","Erm 23S ribosomal RNA methyltransferase",98.79,96120.49,"Enterococcaceae","control"
"8900-SR-0023","Enterococcus faecalis","dfrE",5448,495,98.78,"diaminopyrimidine antibiotic","antibiotic target replacement","trimethoprim resistant dihydrofolate reductase dfr",100,51931.36,"Enterococcaceae","control"
"8900-SR-0023","Enterococcus faecalis","efrA",20334,1719,99.3,"macrolide antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",99.48,55814.2,"Enterococcaceae","control"
"8900-SR-0023","Enterococcus faecalis","emeA",10949,1155,97.71,"disinfecting agents and antiseptics","antibiotic efflux","multidrug and toxic compound extrusion (MATE) transporter",97.71,44729.11,"Enterococcaceae","control"
"8900-SR-0023","Enterococcus faecalis","lsaA",15499,1497,99.2,"lincosamide antibiotic","antibiotic target protection","lsa-type ABC-F protein",100,48851.7,"Enterococcaceae","control"
"8900-SR-0023","Enterococcus faecalis","tet(M)",20023,1920,94.05,"tetracycline antibiotic","antibiotic target protection","tetracycline-resistant ribosomal protection protein",100,49206.87,"Enterococcaceae","control"
"8900-SR-0023","Staphylococcus epidermidis","PC1 beta-lactamase (blaZ)",144,846,95.02,"penam","antibiotic inactivation","BlaZ beta-lactamase",100,803.14,"Staphylococcaceae","control"
"8900-SR-0023","Staphylococcus epidermidis","dfrC",113,486,100,"diaminopyrimidine antibiotic","antibiotic target replacement","trimethoprim resistant dihydrofolate reductase dfr",100,1097.08,"Staphylococcaceae","control"
"8900-SR-0023","Staphylococcus epidermidis","dfrG",68,498,100,"diaminopyrimidine antibiotic","antibiotic target replacement","trimethoprim resistant dihydrofolate reductase dfr",100,644.28,"Staphylococcaceae","control"
"8900-SR-0023","Staphylococcus epidermidis","mecA",889,2007,99.7,"penam","antibiotic target replacement","methicillin resistant PBP2",100,2090.03,"Staphylococcaceae","control"
"8900-SR-0023","Staphylococcus epidermidis","mecI",322,372,100,"penam","antibiotic target replacement","methicillin resistant PBP2",100,4084.23,"Staphylococcaceae","control"
"8900-SR-0023","Staphylococcus epidermidis","mecR1",632,1758,100,"penam","antibiotic target replacement","methicillin resistant PBP2",100,1696.27,"Staphylococcaceae","control"
"8900-SR-0023","Staphylococcus epidermidis","mgrA",314,444,94.56,"fluoroquinolone antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",100,3336.91,"Staphylococcaceae","control"
"8900-SR-0023","Staphylococcus epidermidis","mphC",208,900,98.66,"macrolide antibiotic","antibiotic inactivation","macrolide phosphotransferase (MPH)",100,1090.48,"Staphylococcaceae","control"
"8900-SR-0023","Staphylococcus epidermidis","msrA",735,1467,98.36,"macrolide antibiotic","antibiotic target protection","msr-type ABC-F protein",100,2364.04,"Staphylococcaceae","control"
"8900-SR-0023","Staphylococcus epidermidis","norA",210,1164,100,"fluoroquinolone antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",100,851.26,"Staphylococcaceae","control"
"8900-SR-0023","unclassified","AAC(6')-Ie-APH(2'')-Ia bifunctional protein",10906,1440,100,"aminoglycoside antibiotic","antibiotic inactivation","APH(2'')",100,35735.58,"unclassified","control"
"8900-SR-0023","unclassified","APH(3')-IIIa",22717,795,100,"aminoglycoside antibiotic","antibiotic inactivation","APH(3')",100,134828.48,"unclassified","control"
"8900-SR-0023","unclassified","ErmB",14990,744,98.78,"macrolide antibiotic","antibiotic target alteration","Erm 23S ribosomal RNA methyltransferase",99.6,95066.28,"unclassified","control"
"8900-SR-0023","unclassified","ErmC",463,735,99.59,"macrolide antibiotic","antibiotic target alteration","Erm 23S ribosomal RNA methyltransferase",100,2972.29,"unclassified","control"
"8900-SR-0023","unclassified","SAT-4",15775,543,99.44,"nucleoside antibiotic","antibiotic inactivation","streptothricin acetyltransferase (SAT)",100,137077.86,"unclassified","control"
"8900-SR-0023","unclassified","aad(6)",24578,798,100,"aminoglycoside antibiotic","antibiotic inactivation","ANT(6)",96.01,145325.37,"unclassified","control"
"8900-SR-0023","unclassified","catA8",5310,648,99.53,"phenicol antibiotic","antibiotic inactivation","chloramphenicol acetyltransferase (CAT)",100,38664.94,"unclassified","control"
"8900-SR-0023","unclassified","qacA",1391,1545,99.81,"fluoroquinolone antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",100,4248.12,"unclassified","control"
"8900-SR-0023","unclassified","qacA",1391,1545,99.81,"fluoroquinolone antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",100,4248.12,"unclassified","control"
"8900-SR-0095","Citrobacter youngae","CMY-157",238,1146,98.69,"cephamycin","antibiotic inactivation","CMY beta-lactamase",100,997.9,"Enterobacteriaceae","control"
"8900-SR-0095","Citrobacter youngae","CRP",3183,633,99.05,"macrolide antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,24161.77,"Enterobacteriaceae","control"
"8900-SR-0095","Citrobacter youngae","Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline",145,435,90.97,"fluoroquinolone antibiotic","antibiotic target alteration","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,1601.68,"Enterobacteriaceae","control"
"8900-SR-0095","Citrobacter youngae","Escherichia coli GlpT with mutation conferring resistance to fosfomycin",3351,1359,96.46,"phosphonic acid antibiotic","antibiotic target alteration","antibiotic-resistant GlpT",100,11848.16,"Enterobacteriaceae","control"
"8900-SR-0095","Citrobacter youngae","Escherichia coli UhpT with mutation conferring resistance to fosfomycin",7330,1392,95.9,"phosphonic acid antibiotic","antibiotic target alteration","antibiotic-resistant UhpT",100,25302.33,"Enterobacteriaceae","control"
"8900-SR-0095","Citrobacter youngae","Escherichia coli acrA",2634,1194,91.69,"fluoroquinolone antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,10600.03,"Enterobacteriaceae","control"
"8900-SR-0095","Citrobacter youngae","Escherichia coli mdfA",1493,1233,88.29,"tetracycline antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",100,5818.25,"Enterobacteriaceae","control"
"8900-SR-0095","Citrobacter youngae","Escherichia coli soxS with mutation conferring antibiotic resistance",645,324,92.52,"fluoroquinolone antibiotic","antibiotic target alteration","ATP-binding cassette (ABC) antibiotic efflux pump",100,9565.56,"Enterobacteriaceae","control"
"8900-SR-0095","Citrobacter youngae","Klebsiella pneumoniae KpnF",51,330,86.24,"macrolide antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",100,742.6,"Enterobacteriaceae","control"
"8900-SR-0095","Citrobacter youngae","acrB",12825,3150,94.47,"fluoroquinolone antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,19563.32,"Enterobacteriaceae","control"
"8900-SR-0095","Citrobacter youngae","acrD",7113,3114,94.7,"aminoglycoside antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,10975.64,"Enterobacteriaceae","control"
"8900-SR-0095","Citrobacter youngae","bacA",2343,819,93.04,"peptide antibiotic","antibiotic target alteration","undecaprenyl pyrophosphate related proteins",99.63,13746.25,"Enterobacteriaceae","control"
"8900-SR-0095","Citrobacter youngae","baeR",1435,723,95.42,"aminoglycoside antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,9536.95,"Enterobacteriaceae","control"
"8900-SR-0095","Citrobacter youngae","cpxA",6635,1374,98.25,"aminoglycoside antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,23203.31,"Enterobacteriaceae","control"
"8900-SR-0095","Citrobacter youngae","emrA",3178,1173,88.21,"fluoroquinolone antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",100,13018.22,"Enterobacteriaceae","control"
"8900-SR-0095","Citrobacter youngae","emrB",4659,1539,94.82,"fluoroquinolone antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",100,14546.21,"Enterobacteriaceae","control"
"8900-SR-0095","Citrobacter youngae","emrR",1713,531,93.71,"fluoroquinolone antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",100,15500.96,"Enterobacteriaceae","control"
"8900-SR-0095","Citrobacter youngae","kdpE",615,678,91.07,"aminoglycoside antibiotic","antibiotic efflux","kdpDE",100,4358.54,"Enterobacteriaceae","control"
"8900-SR-0095","Citrobacter youngae","marA",230,384,92.91,"fluoroquinolone antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,2878.01,"Enterobacteriaceae","control"
"8900-SR-0095","Citrobacter youngae","mdtB",3693,3123,92.5,"aminocoumarin antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,5682.02,"Enterobacteriaceae","control"
"8900-SR-0095","Citrobacter youngae","mdtG",810,1221,91.38,"phosphonic acid antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",99.51,3187.61,"Enterobacteriaceae","control"
"8900-SR-0095","Citrobacter youngae","msbA",3052,1749,94.67,"nitroimidazole antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",100,8384.76,"Enterobacteriaceae","control"
"8900-SR-0095","Citrobacter youngae","ugd",912,1167,86.86,"peptide antibiotic","antibiotic target alteration","pmr phosphoethanolamine transferase",100,3755.08,"Enterobacteriaceae","control"
"8900-SR-0095","Enterococcus faecalis","dfrE",2285,495,97.56,"diaminopyrimidine antibiotic","antibiotic target replacement","trimethoprim resistant dihydrofolate reductase dfr",100,22180.78,"Enterococcaceae","control"
"8900-SR-0095","Enterococcus faecalis","efrA",8061,1719,99.65,"macrolide antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",99.48,22532.47,"Enterococcaceae","control"
"8900-SR-0095","Enterococcus faecalis","emeA",4693,1155,97.71,"disinfecting agents and antiseptics","antibiotic efflux","multidrug and toxic compound extrusion (MATE) transporter",97.71,19523.8,"Enterococcaceae","control"
"8900-SR-0095","Enterococcus faecalis","lsaA",6307,1497,99.6,"lincosamide antibiotic","antibiotic target protection","lsa-type ABC-F protein",100,20244.02,"Enterococcaceae","control"
"8900-SR-0095","Enterococcus faecalis","tet(M)",8622,1920,98.12,"tetracycline antibiotic","antibiotic target protection","tetracycline-resistant ribosomal protection protein",100,21577.57,"Enterococcaceae","control"
"8900-SR-0095","Hafnia paralvei","ACC-1b",268,1173,99.74,"monobactam","antibiotic inactivation","ACC beta-lactamase",100,1097.82,"Enterobacteriaceae","control"
"8900-SR-0095","Hafnia paralvei","CRP",1555,633,99.05,"macrolide antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,11803.82,"Enterobacteriaceae","control"
"8900-SR-0095","Hafnia paralvei","rsmA",63,186,85.25,"fluoroquinolone antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,1627.51,"Enterobacteriaceae","control"
"8900-SR-0095","Klebsiella A oxytoca","ArnT",9626,1656,89.66,"peptide antibiotic","antibiotic target alteration","pmr phosphoethanolamine transferase",100,27930.67,"Enterobacteriaceae","control"
"8900-SR-0095","Klebsiella A oxytoca","CRP",3677,633,99.05,"macrolide antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,27911.66,"Enterobacteriaceae","control"
"8900-SR-0095","Klebsiella A oxytoca","Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin",14834,1185,98.48,"elfamycin antibiotic","antibiotic target alteration","elfamycin resistant EF-Tu",96.33,60150.01,"Enterobacteriaceae","control"
"8900-SR-0095","Klebsiella A oxytoca","Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin",14834,1185,98.48,"elfamycin antibiotic","antibiotic target alteration","elfamycin resistant EF-Tu",96.33,60150.01,"Enterobacteriaceae","control"
"8900-SR-0095","Klebsiella A oxytoca","Escherichia coli UhpT with mutation conferring resistance to fosfomycin",8833,1392,95.25,"phosphonic acid antibiotic","antibiotic target alteration","antibiotic-resistant UhpT",100,30490.52,"Enterobacteriaceae","control"
"8900-SR-0095","Klebsiella A oxytoca","Klebsiella pneumoniae KpnE",1318,363,86.67,"macrolide antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",100,17446.35,"Enterobacteriaceae","control"
"8900-SR-0095","Klebsiella A oxytoca","Klebsiella pneumoniae KpnF",1163,330,93.58,"macrolide antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",100,16934.08,"Enterobacteriaceae","control"
"8900-SR-0095","Klebsiella A oxytoca","Klebsiella pneumoniae KpnG",5716,1173,95.64,"macrolide antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",100,23414.78,"Enterobacteriaceae","control"
"8900-SR-0095","Klebsiella A oxytoca","Klebsiella pneumoniae KpnH",7901,1539,93.82,"macrolide antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",100,24668.3,"Enterobacteriaceae","control"
"8900-SR-0095","Klebsiella A oxytoca","OXY-2-8",3802,873,99.66,"monobactam","antibiotic inactivation","OXY beta-lactamase",100,20926.36,"Enterobacteriaceae","control"
"8900-SR-0095","Klebsiella A oxytoca","OmpA",4342,1071,96.35,"peptide antibiotic","reduced permeability to antibiotic","General Bacterial Porin with reduced permeability to peptide antibiotics",95.19,19480.32,"Enterobacteriaceae","control"
"8900-SR-0095","Klebsiella A oxytoca","acrB",17571,3147,91.33,"fluoroquinolone antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",99.9,26828.45,"Enterobacteriaceae","control"
"8900-SR-0095","Klebsiella A oxytoca","acrD",14276,3114,91.61,"aminoglycoside antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,22028.44,"Enterobacteriaceae","control"
"8900-SR-0095","Klebsiella A oxytoca","baeR",3393,723,92.5,"aminoglycoside antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,22549.73,"Enterobacteriaceae","control"
"8900-SR-0095","Klebsiella A oxytoca","emrR",2868,531,93.14,"fluoroquinolone antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",100,25952.57,"Enterobacteriaceae","control"
"8900-SR-0095","Klebsiella A oxytoca","eptB",9801,1689,89.51,"peptide antibiotic","antibiotic target alteration","pmr phosphoethanolamine transferase",97.91,27882.81,"Enterobacteriaceae","control"
"8900-SR-0095","Klebsiella A oxytoca","marA",1476,381,91.13,"fluoroquinolone antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",99.21,18614.75,"Enterobacteriaceae","control"
"8900-SR-0095","Klebsiella A oxytoca","mdtB",13025,3123,90.67,"aminocoumarin antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,20040.18,"Enterobacteriaceae","control"
"8900-SR-0095","Klebsiella A oxytoca","mdtC",13706,3078,91.41,"aminocoumarin antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,21396.26,"Enterobacteriaceae","control"
"8900-SR-0095","Klebsiella A oxytoca","msbA",8362,1749,92.6,"nitroimidazole antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",100,22972.92,"Enterobacteriaceae","control"
"8900-SR-0095","Klebsiella A oxytoca","oqxA",4075,1176,90.79,"fluoroquinolone antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,16650.07,"Enterobacteriaceae","control"
"8900-SR-0095","Klebsiella A oxytoca","oqxB",10213,3153,96.76,"fluoroquinolone antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,15564.14,"Enterobacteriaceae","control"
"8900-SR-0095","Klebsiella A oxytoca","rsmA",1114,186,85.25,"fluoroquinolone antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,28778.49,"Enterobacteriaceae","control"
"8900-SR-0095","Romboutsia timonensis","ErmQ",127,774,100,"macrolide antibiotic","antibiotic target alteration","Erm 23S ribosomal RNA methyltransferase",100,788.42,"Romboutsiaceae","control"
"8900-SR-0095","Streptococcus agalactiae","Streptococcus agalactiae mprF",694,2541,99.65,"peptide antibiotic","antibiotic target alteration","defensin resistant mprF",99.88,1312.35,"Streptococcaceae","control"
"8900-SR-0095","Streptococcus agalactiae","mreA",200,933,100,"macrolide antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",99.68,1030.02,"Streptococcaceae","control"
"8900-SR-0095","unclassified","ErmB",5920,738,97.96,"macrolide antibiotic","antibiotic target alteration","Erm 23S ribosomal RNA methyltransferase",98.79,38544.39,"unclassified","control"
"8900-SR-0096","Bifidobacterium breve","ErmX",1684,855,90.14,"macrolide antibiotic","antibiotic target alteration","Erm 23S ribosomal RNA methyltransferase",100,7689.98,"Bifidobacteriaceae","control"
"8900-SR-0096","Enterobacter ludwigii","ACT-12",138,1146,98.95,"carbapenem","antibiotic inactivation","ACT beta-lactamase",100,470.16,"Enterobacteriaceae","control"
"8900-SR-0096","Enterobacter ludwigii","CRP",3808,633,99.05,"macrolide antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,23487.8,"Enterobacteriaceae","control"
"8900-SR-0096","Enterobacter ludwigii","Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline",677,435,90.97,"fluoroquinolone antibiotic","antibiotic target alteration","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,6076.43,"Enterobacteriaceae","control"
"8900-SR-0096","Enterobacter ludwigii","Escherichia coli UhpT with mutation conferring resistance to fosfomycin",9511,1392,93.74,"phosphonic acid antibiotic","antibiotic target alteration","antibiotic-resistant UhpT",100,26676.95,"Enterobacteriaceae","control"
"8900-SR-0096","Enterobacter ludwigii","Escherichia coli mdfA",3931,1233,86.24,"tetracycline antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",100,12447.7,"Enterobacteriaceae","control"
"8900-SR-0096","Enterobacter ludwigii","FosA2",42,426,99.29,"phosphonic acid antibiotic","antibiotic inactivation","fosfomycin thiol transferase",100,384.94,"Enterobacteriaceae","control"
"8900-SR-0096","Enterobacter ludwigii","Klebsiella pneumoniae KpnF",696,330,88.99,"macrolide antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",100,8234.64,"Enterobacteriaceae","control"
"8900-SR-0096","Enterobacter ludwigii","acrB",21508,3147,92.85,"fluoroquinolone antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",99.9,26684.09,"Enterobacteriaceae","control"
"8900-SR-0096","Enterobacter ludwigii","acrD",8227,3114,90.84,"aminoglycoside antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,10315.07,"Enterobacteriaceae","control"
"8900-SR-0096","Enterobacter ludwigii","bacA",1170,822,94.14,"peptide antibiotic","antibiotic target alteration","undecaprenyl pyrophosphate related proteins",100,5557.29,"Enterobacteriaceae","control"
"8900-SR-0096","Enterobacter ludwigii","baeR",2483,723,95.42,"aminoglycoside antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,13408.73,"Enterobacteriaceae","control"
"8900-SR-0096","Enterobacter ludwigii","emrA",4274,1173,85.9,"fluoroquinolone antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",100,14226.09,"Enterobacteriaceae","control"
"8900-SR-0096","Enterobacter ludwigii","emrR",861,531,94.29,"fluoroquinolone antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",100,6330.79,"Enterobacteriaceae","control"
"8900-SR-0096","Enterobacter ludwigii","marA",371,381,93.55,"fluoroquinolone antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",99.21,3801.88,"Enterobacteriaceae","control"
"8900-SR-0096","Enterobacter ludwigii","mdtB",11924,3123,90,"aminocoumarin antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,14907.31,"Enterobacteriaceae","control"
"8900-SR-0096","Enterobacter ludwigii","mdtC",15680,3078,91.32,"aminocoumarin antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,19889.63,"Enterobacteriaceae","control"
"8900-SR-0096","Enterobacter ludwigii","msbA",6227,1749,94.67,"nitroimidazole antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",100,13900.75,"Enterobacteriaceae","control"
"8900-SR-0096","Enterobacter ludwigii","ramA",558,342,97.35,"fluoroquinolone antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",91.13,6370.26,"Enterobacteriaceae","control"
"8900-SR-0096","Enterobacter ludwigii","rsmA",1896,186,85.25,"fluoroquinolone antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,39799.22,"Enterobacteriaceae","control"
"8900-SR-0096","Klebsiella pneumoniae","ArnT",12950,1656,98.91,"peptide antibiotic","antibiotic target alteration","pmr phosphoethanolamine transferase",100,30532.24,"Enterobacteriaceae","control"
